date,fishing_zone,com_management_action,rec_management_action,zone_1,zone_2,zone_3,zone_4,zone_5,zone_6
09/19/2022,4,Closed,Closed,,,H,H,,
09/19/2022,5,Closed,Closed,,,H,H,,
09/19/2022,6,Closed,Closed,,,H,H,,
09/20/2022,1,Closed,Closed,,,H,,,
09/20/2022,2,Closed,Closed,,,H,,,
09/20/2022,3,Closed,Closed,,,H,H,,
09/20/2022,4,Closed,Closed,,,H,H,,
09/20/2022,5,Closed,Closed,,,H,H,,
09/20/2022,6,Closed,Closed,,,H,H,,
09/21/2022,1,Closed,Closed,,,H,,,
09/21/2022,2,Closed,Closed,,,H,,,
09/21/2022,3,Closed,Closed,,,H,H,,
09/21/2022,4,Closed,Closed,,,H,H,,
09/21/2022,5,Closed,Closed,,,H,H,,
09/21/2022,6,Closed,Closed,,,H,H,,
09/22/2022,1,Closed,Closed,,,H,,,
09/22/2022,2,Closed,Closed,,,H,,,
09/22/2022,3,Closed,Closed,,,H,H,,
09/22/2022,4,Closed,Closed,,,H,H,,
09/22/2022,5,Closed,Closed,,,H,H,,
09/22/2022,6,Closed,Closed,,,H,H,,
09/23/2022,1,Closed,Closed,,,H,,,
09/23/2022,2,Closed,Closed,,,H,,,
09/23/2022,3,Closed,Closed,,,H,H,,
09/23/2022,4,Closed,Closed,,,H,H,,
09/23/2022,5,Closed,Closed,,,H,H,,
09/23/2022,6,Closed,Closed,,,H,H,,
09/24/2022,1,Closed,Closed,,,H,,,
09/24/2022,2,Closed,Closed,,,H,,,
09/24/2022,3,Closed,Closed,,,H,H,,
09/24/2022,4,Closed,Closed,,,H,H,,
09/24/2022,5,Closed,Closed,,,H,H,,
09/24/2022,6,Closed,Closed,,,H,H,,
09/25/2022,1,Closed,Closed,,,H,,,
09/25/2022,2,Closed,Closed,,,H,,,
09/25/2022,3,Closed,Closed,,,H,H,,
09/25/2022,4,Closed,Closed,,,H,H,,
09/25/2022,5,Closed,Closed,,,H,H,,
09/25/2022,6,Closed,Closed,,,H,H,,
09/26/2022,1,Closed,Closed,,,H,,,
09/26/2022,2,Closed,Closed,,,H,,,
09/26/2022,3,Closed,Closed,,,H,H,,
09/26/2022,4,Closed,Closed,,,H,H,,
09/26/2022,5,Closed,Closed,,,H,H,,
09/26/2022,6,Closed,Closed,,,H,H,,
09/27/2022,1,Closed,Closed,,,H,,,
09/27/2022,2,Closed,Closed,,,H,,,
09/27/2022,3,Closed,Closed,,,H,H,,
09/27/2022,4,Closed,Closed,,,H,H,,
09/27/2022,5,Closed,Closed,,,H,H,,
09/27/2022,6,Closed,Closed,,,H,H,,
09/28/2022,1,Closed,Closed,,,H,,,
09/28/2022,2,Closed,Closed,,,H,,,
09/28/2022,3,Closed,Closed,,,H,H,,
09/28/2022,4,Closed,Closed,,,H,H,,
09/28/2022,5,Closed,Closed,,,H,H,,
09/28/2022,6,Closed,Closed,,,H,H,,
09/29/2022,1,Closed,Closed,,,H,,,
09/29/2022,2,Closed,Closed,,,H,,,
09/29/2022,3,Closed,Closed,,,H,H,,
09/29/2022,4,Closed,Closed,,,H,H,,
09/29/2022,5,Closed,Closed,,,H,H,,
09/29/2022,6,Closed,Closed,,,H,H,,
09/30/2022,1,Closed,Closed,,,H,,,
09/30/2022,2,Closed,Closed,,,H,,,
09/30/2022,3,Closed,Closed,,,H,H,,
09/30/2022,4,Closed,Closed,,,H,H,,
09/30/2022,5,Closed,Closed,,,H,H,,
09/30/2022,6,Closed,Closed,,,H,H,,
10/01/2022,1,Closed,Closed,,,H,,,
10/01/2022,2,Closed,Closed,,,H,,,
10/01/2022,3,Closed,Closed,,,H,H,,
10/01/2022,4,Closed,Closed,,,H,H,,
10/01/2022,5,Closed,Closed,,,H,H,,
10/01/2022,6,Closed,Closed,,,H,H,,
10/02/2022,1,Closed,Closed,,,H,,,
10/02/2022,2,Closed,Closed,,,H,,,
10/02/2022,3,Closed,Closed,,,H,H,,
10/02/2022,4,Closed,Closed,,,H,H,,
10/02/2022,5,Closed,Closed,,,H,H,,
10/02/2022,6,Closed,Closed,,,H,H,,
10/03/2022,1,Closed,Closed,,,H,,,
10/03/2022,2,Closed,Closed,,,H,,,
10/03/2022,3,Closed,Closed,,,H,H,,
10/03/2022,4,Closed,Closed,,,H,H,,
10/03/2022,5,Closed,Closed,,,H,H,,
10/03/2022,6,Closed,Closed,,,H,H,,
10/04/2022,1,Closed,Closed,,,H,,,
10/04/2022,2,Closed,Closed,,,H,,,
10/04/2022,3,Closed,Closed,,,H,H,,
10/04/2022,4,Closed,Closed,,,H,H,,
10/04/2022,5,Closed,Closed,,,H,H,,
10/04/2022,6,Closed,Closed,,,H,H,,
10/05/2022,1,Closed,Closed,,,H,,,
10/05/2022,2,Closed,Closed,,,H,,,
10/05/2022,3,Closed,Closed,,,H,H,,
10/05/2022,4,Closed,Closed,,,H,H,,
10/05/2022,5,Closed,Closed,,,H,H,,
10/05/2022,6,Closed,Closed,,,H,H,,
10/06/2022,1,Closed,Closed,,,H,,,
10/06/2022,2,Closed,Closed,,,H,,,
10/06/2022,3,Closed,Closed,,,H,H,,
10/06/2022,4,Closed,Closed,,,H,H,,
10/06/2022,5,Closed,Closed,,,H,H,,
10/06/2022,6,Closed,Closed,,,H,H,,
10/07/2022,1,Closed,Closed,,,H,,,
10/07/2022,2,Closed,Closed,,,H,,,
10/07/2022,3,Closed,Closed,,,H,H,,
10/07/2022,4,Closed,Closed,,,H,H,,
10/07/2022,5,Closed,Closed,,,H,H,,
10/07/2022,6,Closed,Closed,,,H,H,,
10/08/2022,1,Closed,Closed,,,H,,,
10/08/2022,2,Closed,Closed,,,H,,,
10/08/2022,3,Closed,Closed,,,H,H,,
10/08/2022,4,Closed,Closed,,,H,H,,
10/08/2022,5,Closed,Closed,,,H,H,,
10/08/2022,6,Closed,Closed,,,H,H,,
10/09/2022,1,Closed,Closed,,,H,,,
10/09/2022,2,Closed,Closed,,,H,,,
10/09/2022,3,Closed,Closed,,,H,H,,
10/09/2022,4,Closed,Closed,,,H,H,,
10/09/2022,5,Closed,Closed,,,H,H,,
10/09/2022,6,Closed,Closed,,,H,H,,
10/10/2022,1,Closed,Closed,,,H,,,
10/10/2022,2,Closed,Closed,,,H,,,
10/10/2022,3,Closed,Closed,,,H,H,,
10/10/2022,4,Closed,Closed,,,H,H,,
10/10/2022,5,Closed,Closed,,,H,H,,
10/10/2022,6,Closed,Closed,,,H,H,,
10/11/2022,1,Closed,Closed,,,H,,,
10/11/2022,2,Closed,Closed,,,H,,,
10/11/2022,3,Closed,Closed,,,H,H,,
10/11/2022,4,Closed,Closed,,,H,H,,
10/11/2022,5,Closed,Closed,,,H,H,,
10/11/2022,6,Closed,Closed,,,H,H,,
10/12/2022,1,Closed,Closed,,,H,,,
10/12/2022,2,Closed,Closed,,,H,,,
10/12/2022,3,Closed,Closed,,,H,H,,
10/12/2022,4,Closed,Closed,,,H,H,,
10/12/2022,5,Closed,Closed,,,H,H,,
10/12/2022,6,Closed,Closed,,,H,H,,
10/13/2022,1,Closed,Closed,,,H,,,
10/13/2022,2,Closed,Closed,,,H,,,
10/13/2022,3,Closed,Closed,,,H,H,,
10/13/2022,4,Closed,Closed,,,H,H,,
10/13/2022,5,Closed,Closed,,,H,H,,
10/13/2022,6,Closed,Closed,,,H,H,,
10/14/2022,1,Closed,Closed,,,H,,,
10/14/2022,2,Closed,Closed,,,H,,,
10/14/2022,3,Closed,Closed,,,H,H,,
10/14/2022,4,Closed,Closed,,,H,H,,
10/14/2022,5,Closed,Closed,,,H,H,,
10/14/2022,6,Closed,Closed,,,H,H,,
10/15/2022,1,Closed,Closed,,,H,,,
10/15/2022,2,Closed,Closed,,,H,,,
10/15/2022,3,Closed,Closed,,,H,H,,
10/15/2022,4,Closed,Closed,,,H,H,,
10/15/2022,5,Closed,Closed,,,H,H,,
10/15/2022,6,Closed,Closed,,,H,H,,
10/16/2022,1,Closed,Closed,,,H,,,
10/16/2022,2,Closed,Closed,,,H,,,
10/16/2022,3,Closed,Closed,,,H,H,,
10/16/2022,4,Closed,Closed,,,H,H,,
10/16/2022,5,Closed,Closed,,,H,H,,
10/16/2022,6,Closed,Closed,,,H,H,,
10/17/2022,1,Closed,Closed,,,H,,,
10/17/2022,2,Closed,Closed,,,H,,,
10/17/2022,3,Closed,Closed,,,H,H,,
10/17/2022,4,Closed,Closed,,,H,H,,
10/17/2022,5,Closed,Closed,,,H,H,,
10/17/2022,6,Closed,Closed,,,H,H,,
10/18/2022,1,Closed,Closed,,,H,,,
10/18/2022,2,Closed,Closed,,,H,,,
10/18/2022,3,Closed,Closed,,,H,H,,
10/18/2022,4,Closed,Closed,,,H,H,,
10/18/2022,5,Closed,Closed,,,H,H,,
10/18/2022,6,Closed,Closed,,,H,H,,
10/19/2022,1,Closed,Closed,,,H,,,
10/19/2022,2,Closed,Closed,,,H,,,
10/19/2022,3,Closed,Closed,,,H,H,,
10/19/2022,4,Closed,Closed,,,H,H,,
10/19/2022,5,Closed,Closed,,,H,H,,
10/19/2022,6,Closed,Closed,,,H,H,,
10/20/2022,1,Closed,Closed,,,H,,,
10/20/2022,2,Closed,Closed,,,H,,,
10/20/2022,3,Closed,Closed,,,H,H,,
10/20/2022,4,Closed,Closed,,,H,H,,
10/20/2022,5,Closed,Closed,,,H,H,,
10/20/2022,6,Closed,Closed,,,H,H,,
10/21/2022,1,Closed,Closed,,,H,,,
10/21/2022,2,Closed,Closed,,,H,,,
10/21/2022,3,Closed,Closed,,,H,H,,
10/21/2022,4,Closed,Closed,,,H,H,,
10/21/2022,5,Closed,Closed,,,H,H,,
10/21/2022,6,Closed,Closed,,,H,H,,
10/22/2022,1,Closed,Closed,,,H,,,
10/22/2022,2,Closed,Closed,,,H,,,
10/22/2022,3,Closed,Closed,,,H,H,,
10/22/2022,4,Closed,Closed,,,H,H,,
10/22/2022,5,Closed,Closed,,,H,H,,
10/22/2022,6,Closed,Closed,,,H,H,,
10/23/2022,1,Closed,Closed,,,H,,,
10/23/2022,2,Closed,Closed,,,H,,,
10/23/2022,3,Closed,Closed,,,H,H,,
10/23/2022,4,Closed,Closed,,,H,H,,
10/23/2022,5,Closed,Closed,,,H,H,,
10/23/2022,6,Closed,Closed,,,H,H,,
10/24/2022,1,Closed,Closed,,,H,,,
10/24/2022,2,Closed,Closed,,,H,,,
10/24/2022,3,Closed,Closed,,,H,H,,
10/24/2022,4,Closed,Closed,,,H,H,,
10/24/2022,5,Closed,Closed,,,H,H,,
10/24/2022,6,Closed,Closed,,,H,H,,
10/25/2022,1,Closed,Closed,,,H,,,
10/25/2022,2,Closed,Closed,,,H,,,
10/25/2022,3,Closed,Closed,,,H,H,,
10/25/2022,4,Closed,Closed,,,H,H,,
10/25/2022,5,Closed,Closed,,,H,H,,
10/25/2022,6,Closed,Closed,,,H,H,,
10/26/2022,1,Closed,Closed,,,H,,,
10/26/2022,2,Closed,Closed,,,H,,,
10/26/2022,3,Closed,Closed,,,H,H,,
10/26/2022,4,Closed,Closed,,,H,H,,
10/26/2022,5,Closed,Closed,,,H,H,,
10/26/2022,6,Closed,Closed,,,H,H,,
10/27/2022,1,Closed,Closed,,,H,,,
10/27/2022,2,Closed,Closed,,,H,,,
10/27/2022,3,Closed,Closed,,,H,H,,
10/27/2022,4,Closed,Closed,,,H,H,,
10/27/2022,5,Closed,Closed,,,H,H,,
10/27/2022,6,Closed,Closed,,,H,H,,
10/28/2022,1,Closed,Trap_Prohibition,,,H,,,
10/28/2022,2,Closed,Trap_Prohibition,,,H,,,
10/28/2022,3,Closed,Trap_Prohibition,,,H,H,,
10/28/2022,4,Closed,Trap_Prohibition,,,H,H,,
10/28/2022,5,Closed,Trap_Prohibition,,,H,H,,
10/28/2022,6,Closed,Trap_Prohibition,,,H,H,,
10/29/2022,1,Closed,Trap_Prohibition,,,H,,,
10/29/2022,2,Closed,Trap_Prohibition,,,H,,,
10/29/2022,3,Closed,Trap_Prohibition,,,H,H,,
10/29/2022,4,Closed,Trap_Prohibition,,,H,H,,
10/29/2022,5,Closed,Trap_Prohibition,,,H,H,,
10/29/2022,6,Closed,Trap_Prohibition,,,H,H,,
10/30/2022,1,Closed,Trap_Prohibition,,,H,,,
10/30/2022,2,Closed,Trap_Prohibition,,,H,,,
10/30/2022,3,Closed,Trap_Prohibition,,,H,H,,
10/30/2022,4,Closed,Trap_Prohibition,,,H,H,,
10/30/2022,5,Closed,Trap_Prohibition,,,H,H,,
10/30/2022,6,Closed,Trap_Prohibition,,,H,H,,
10/31/2022,1,Closed,Trap_Prohibition,,,H,,,
10/31/2022,2,Closed,Trap_Prohibition,,,H,,,
10/31/2022,3,Closed,Trap_Prohibition,,,H,H,,
10/31/2022,4,Closed,Trap_Prohibition,,,H,H,,
10/31/2022,5,Closed,Trap_Prohibition,,,H,H,,
10/31/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/01/2022,1,Closed,Trap_Prohibition,,,H,,,
11/01/2022,2,Closed,Trap_Prohibition,,,H,,,
11/01/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/01/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/01/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/01/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/02/2022,1,Closed,Trap_Prohibition,,,H,,,
11/02/2022,2,Closed,Trap_Prohibition,,,H,,,
11/02/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/02/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/02/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/02/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/03/2022,1,Closed,Trap_Prohibition,,,H,,,
11/03/2022,2,Closed,Trap_Prohibition,,,H,,,
11/03/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/03/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/03/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/03/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/04/2022,1,Closed,Trap_Prohibition,,,H,,,
11/04/2022,2,Closed,Trap_Prohibition,,,H,,,
11/04/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/04/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/04/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/04/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/05/2022,1,Closed,Trap_Prohibition,,,H,,,
11/05/2022,2,Closed,Trap_Prohibition,,,H,,,
11/05/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/05/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/05/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/05/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/06/2022,1,Closed,Trap_Prohibition,,,H,,,
11/06/2022,2,Closed,Trap_Prohibition,,,H,,,
11/06/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/06/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/06/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/06/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/07/2022,1,Closed,Trap_Prohibition,,,H,,,
11/07/2022,2,Closed,Trap_Prohibition,,,H,,,
11/07/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/07/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/07/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/07/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/08/2022,1,Closed,Trap_Prohibition,,,H,,,
11/08/2022,2,Closed,Trap_Prohibition,,,H,,,
11/08/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/08/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/08/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/08/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/09/2022,1,Closed,Trap_Prohibition,,,H,,,
11/09/2022,2,Closed,Trap_Prohibition,,,H,,,
11/09/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/09/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/09/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/09/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/10/2022,1,Closed,Trap_Prohibition,,,H,,,
11/10/2022,2,Closed,Trap_Prohibition,,,H,,,
11/10/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/10/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/10/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/10/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/11/2022,1,Closed,Trap_Prohibition,,,H,,,
11/11/2022,2,Closed,Trap_Prohibition,,,H,,,
11/11/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/11/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/11/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/11/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/12/2022,1,Closed,Trap_Prohibition,,,H,,,
11/12/2022,2,Closed,Trap_Prohibition,,,H,,,
11/12/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/12/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/12/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/12/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/13/2022,1,Closed,Trap_Prohibition,,,H,,,
11/13/2022,2,Closed,Trap_Prohibition,,,H,,,
11/13/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/13/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/13/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/13/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/14/2022,1,Closed,Trap_Prohibition,,,H,,,
11/14/2022,2,Closed,Trap_Prohibition,,,H,,,
11/14/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/14/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/14/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/14/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/15/2022,1,Closed,Trap_Prohibition,,,H,,,
11/15/2022,2,Closed,Trap_Prohibition,,,H,,,
11/15/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/15/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/15/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/15/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/16/2022,1,Closed,Trap_Prohibition,,,H,,,
11/16/2022,2,Closed,Trap_Prohibition,,,H,,,
11/16/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/16/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/16/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/16/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/17/2022,1,Closed,Trap_Prohibition,,,H,,,
11/17/2022,2,Closed,Trap_Prohibition,,,H,,,
11/17/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/17/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/17/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/17/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/18/2022,1,Closed,Trap_Prohibition,,,H,,,
11/18/2022,2,Closed,Trap_Prohibition,,,H,,,
11/18/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/18/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/18/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/18/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/19/2022,1,Closed,Trap_Prohibition,,,H,,,
11/19/2022,2,Closed,Trap_Prohibition,,,H,,,
11/19/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/19/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/19/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/19/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/20/2022,1,Closed,Trap_Prohibition,,,H,,,
11/20/2022,2,Closed,Trap_Prohibition,,,H,,,
11/20/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/20/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/20/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/20/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/21/2022,1,Closed,Trap_Prohibition,,,H,,,
11/21/2022,2,Closed,Trap_Prohibition,,,H,,,
11/21/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/21/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/21/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/21/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/22/2022,1,Closed,Trap_Prohibition,,,H,,,
11/22/2022,2,Closed,Trap_Prohibition,,,H,,,
11/22/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/22/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/22/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/22/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/23/2022,1,Closed,Trap_Prohibition,,,H,,,
11/23/2022,2,Closed,Trap_Prohibition,,,H,,,
11/23/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/23/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/23/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/23/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/24/2022,1,Closed,Trap_Prohibition,,,H,,,
11/24/2022,2,Closed,Trap_Prohibition,,,H,,,
11/24/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/24/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/24/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/24/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/25/2022,1,Closed,Trap_Prohibition,,,H,,,
11/25/2022,2,Closed,Trap_Prohibition,,,H,,,
11/25/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/25/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/25/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/25/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/26/2022,1,Closed,Trap_Prohibition,,,H,,,
11/26/2022,2,Closed,Trap_Prohibition,,,H,,,
11/26/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/26/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/26/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/26/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/27/2022,1,Closed,Trap_Prohibition,,,H,,,
11/27/2022,2,Closed,Trap_Prohibition,,,H,,,
11/27/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/27/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/27/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/27/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/28/2022,1,Closed,Fleet_Advisory,,,H,,,
11/28/2022,2,Closed,Fleet_Advisory,,,H,,,
11/28/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/28/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/28/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/28/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/29/2022,1,Closed,Fleet_Advisory,,,H,,,
11/29/2022,2,Closed,Fleet_Advisory,,,H,,,
11/29/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/29/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/29/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/29/2022,6,Closed,Trap_Prohibition,,,H,H,,
11/30/2022,1,Closed,Fleet_Advisory,,,H,,,
11/30/2022,2,Closed,Fleet_Advisory,,,H,,,
11/30/2022,3,Closed,Trap_Prohibition,,,H,H,,
11/30/2022,4,Closed,Trap_Prohibition,,,H,H,,
11/30/2022,5,Closed,Trap_Prohibition,,,H,H,,
11/30/2022,6,Closed,Trap_Prohibition,,,H,H,,
12/01/2022,1,Closed,Fleet_Advisory,,,H,,,
12/01/2022,2,Closed,Fleet_Advisory,,,H,,,
12/01/2022,3,Closed,Trap_Prohibition,,,H,H,,
12/01/2022,4,Closed,Trap_Prohibition,,,H,H,,
12/01/2022,5,Closed,Trap_Prohibition,,,H,H,,
12/01/2022,6,Closed,Trap_Prohibition,,,H,H,,
12/02/2022,1,Closed,Fleet_Advisory,,,H,,,
12/02/2022,2,Closed,Fleet_Advisory,,,H,,,
12/02/2022,3,Closed,Trap_Prohibition,,,H,H,,
12/02/2022,4,Closed,Trap_Prohibition,,,H,H,,
12/02/2022,5,Closed,Trap_Prohibition,,,H,H,,
12/02/2022,6,Closed,Trap_Prohibition,,,H,H,,
12/03/2022,1,Closed,Fleet_Advisory,,,H,,,
12/03/2022,2,Closed,Fleet_Advisory,,,H,,,
12/03/2022,3,Closed,Trap_Prohibition,,,H,H,,
12/03/2022,4,Closed,Trap_Prohibition,,,H,H,,
12/03/2022,5,Closed,Trap_Prohibition,,,H,H,,
12/03/2022,6,Closed,Trap_Prohibition,,,H,H,,
12/04/2022,1,Closed,Fleet_Advisory,,,H,,,
12/04/2022,2,Closed,Fleet_Advisory,,,H,,,
12/04/2022,3,Closed,Trap_Prohibition,,,H,H,,
12/04/2022,4,Closed,Trap_Prohibition,,,H,H,,
12/04/2022,5,Closed,Trap_Prohibition,,,H,H,,
12/04/2022,6,Closed,Trap_Prohibition,,,H,H,,
12/05/2022,1,Closed,Fleet_Advisory,,,H,,,
12/05/2022,2,Closed,Fleet_Advisory,,,H,,,
12/05/2022,3,Closed,Trap_Prohibition,,,H,H,,
12/05/2022,4,Closed,Trap_Prohibition,,,H,H,,
12/05/2022,5,Closed,Trap_Prohibition,,,H,H,,
12/05/2022,6,Closed,Trap_Prohibition,,,H,H,,
12/06/2022,1,Closed,Fleet_Advisory,,,H,,,
12/06/2022,2,Closed,Fleet_Advisory,,,H,,,
12/06/2022,3,Closed,Trap_Prohibition,,,H,H,,
12/06/2022,4,Closed,Trap_Prohibition,,,H,H,,
12/06/2022,5,Closed,Trap_Prohibition,,,H,H,,
12/06/2022,6,Closed,Trap_Prohibition,,,H,H,,
12/07/2022,1,Closed,Fleet_Advisory,,,H,,,
12/07/2022,2,Closed,Fleet_Advisory,,,H,,,
12/07/2022,3,Closed,Trap_Prohibition,,,H,H,,
12/07/2022,4,Closed,Trap_Prohibition,,,H,H,,
12/07/2022,5,Closed,Trap_Prohibition,,,H,H,,
12/07/2022,6,Closed,Trap_Prohibition,,,H,H,,
12/08/2022,1,Closed,Fleet_Advisory,,,H,,,
12/08/2022,2,Closed,Fleet_Advisory,,,H,,,
12/08/2022,3,Closed,Trap_Prohibition,,,H,H,,
12/08/2022,4,Closed,Trap_Prohibition,,,H,H,,
12/08/2022,5,Closed,Trap_Prohibition,,,H,H,,
12/08/2022,6,Closed,Trap_Prohibition,,,H,H,,
12/09/2022,1,Closed,Fleet_Advisory,,,H,,,
12/09/2022,2,Closed,Fleet_Advisory,,,H,,,
12/09/2022,3,Closed,Trap_Prohibition,,,H,H,,
12/09/2022,4,Closed,Trap_Prohibition,,,H,H,,
12/09/2022,5,Closed,Trap_Prohibition,,,H,H,,
12/09/2022,6,Closed,Trap_Prohibition,,,H,H,,
12/10/2022,1,Closed,Fleet_Advisory,,,H,,,
12/10/2022,2,Closed,Fleet_Advisory,,,H,,,
12/10/2022,3,Closed,Trap_Prohibition,,,H,H,,
12/10/2022,4,Closed,Trap_Prohibition,,,H,H,,
12/10/2022,5,Closed,Trap_Prohibition,,,H,H,,
12/10/2022,6,Closed,Trap_Prohibition,,,H,H,,
12/11/2022,1,Closed,Fleet_Advisory,,,H,,,
12/11/2022,2,Closed,Fleet_Advisory,,,H,,,
12/11/2022,3,Closed,Trap_Prohibition,,,H,H,,
12/11/2022,4,Closed,Trap_Prohibition,,,H,H,,
12/11/2022,5,Closed,Trap_Prohibition,,,H,H,,
