date,fishing_zone,com_management_action,rec_management_action,zone_1,zone_2,zone_3,zone_4,zone_5,zone_6
04/26/2021,4,Fleet_Advisory,,,,,H,,
04/26/2021,5,Fleet_Advisory,,,,,H,,
04/26/2021,6,Fleet_Advisory,,,,,H,,
04/27/2021,1,Fleet_Advisory,,,,,H,,
04/27/2021,2,Fleet_Advisory,,,,,H,,
04/27/2021,3,Fleet_Advisory,,,,,H,,
04/27/2021,4,Fleet_Advisory,,,,,H,,
04/27/2021,5,Fleet_Advisory,,,,,H,,
04/27/2021,6,Fleet_Advisory,,,,,H,,
04/28/2021,1,Fleet_Advisory,,,,,H,,
04/28/2021,2,Fleet_Advisory,,,,,H,,
04/28/2021,3,Fleet_Advisory,,,,,H,,
04/28/2021,4,Fleet_Advisory,,,,,H,,
04/28/2021,5,Fleet_Advisory,,,,,H,,
04/28/2021,6,Fleet_Advisory,,,,,H,,
04/29/2021,1,Fleet_Advisory,,,,,H,,
04/29/2021,2,Fleet_Advisory,,,,,H,,
04/29/2021,3,Fleet_Advisory,,,,,H,,
04/29/2021,4,Fleet_Advisory,,,,,H,,
04/29/2021,5,Fleet_Advisory,,,,,H,,
04/29/2021,6,Fleet_Advisory,,,,,H,,
04/30/2021,1,Fleet_Advisory,,,,,H,,
04/30/2021,2,Fleet_Advisory,,,,,H,,
04/30/2021,3,Fleet_Advisory,,,,,H,,
04/30/2021,4,Fleet_Advisory,,,,,H,,
04/30/2021,5,Fleet_Advisory,,,,,H,,
04/30/2021,6,Fleet_Advisory,,,,,H,,
05/01/2021,1,Fleet_Advisory,,,,,H,,
05/01/2021,2,Fleet_Advisory,,,,,H,,
05/01/2021,3,Fleet_Advisory,,,,,H,,
05/01/2021,4,Fleet_Advisory,,,,,H,,
05/01/2021,5,Fleet_Advisory,,,,,H,,
05/01/2021,6,Fleet_Advisory,,,,,H,,
05/02/2021,1,Fleet_Advisory,,,,,H,,
05/02/2021,2,Fleet_Advisory,,,,,H,,
05/02/2021,3,Fleet_Advisory,,,,,H,,
05/02/2021,4,Fleet_Advisory,,,,,H,,
05/02/2021,5,Fleet_Advisory,,,,,H,,
05/02/2021,6,Fleet_Advisory,,,,,H,,
05/03/2021,1,Fleet_Advisory,,,,,H,,
05/03/2021,2,Fleet_Advisory,,,,,H,,
05/03/2021,3,Fleet_Advisory,,,,,H,,
05/03/2021,4,Fleet_Advisory,,,,,H,,
05/03/2021,5,Fleet_Advisory,,,,,H,,
05/03/2021,6,Fleet_Advisory,,,,,H,,
05/04/2021,1,Fleet_Advisory,,,,,H,,
05/04/2021,2,Fleet_Advisory,,,,,H,,
05/04/2021,3,Fleet_Advisory,,,,,H,,
05/04/2021,4,Fleet_Advisory,,,,,H,,
05/04/2021,5,Fleet_Advisory,,,,,H,,
05/04/2021,6,Fleet_Advisory,,,,,H,,
05/05/2021,1,Fleet_Advisory,,,,,H,,
05/05/2021,2,Fleet_Advisory,,,,,H,,
05/05/2021,3,Fleet_Advisory,,,,,H,,
05/05/2021,4,Fleet_Advisory,,,,,H,,
05/05/2021,5,Fleet_Advisory,,,,,H,,
05/05/2021,6,Fleet_Advisory,,,,,H,,
05/06/2021,1,Fleet_Advisory,,,,,H,,
05/06/2021,2,Fleet_Advisory,,,,,H,,
05/06/2021,3,Fleet_Advisory,,,,,H,,
05/06/2021,4,Fleet_Advisory,,,,,H,,
05/06/2021,5,Fleet_Advisory,,,,,H,,
05/06/2021,6,Fleet_Advisory,,,,,H,,
05/07/2021,1,Fleet_Advisory,,,,,H,,
05/07/2021,2,Fleet_Advisory,,,,,H,,
05/07/2021,3,Fleet_Advisory,,,,,H,,
05/07/2021,4,Fleet_Advisory,,,,,H,,
05/07/2021,5,Fleet_Advisory,,,,,H,,
05/07/2021,6,Fleet_Advisory,,,,,H,,
05/08/2021,1,Fleet_Advisory,,,,,H,,
05/08/2021,2,Fleet_Advisory,,,,,H,,
05/08/2021,3,Fleet_Advisory,,,,,H,,
05/08/2021,4,Fleet_Advisory,,,,,H,,
05/08/2021,5,Fleet_Advisory,,,,,H,,
05/08/2021,6,Fleet_Advisory,,,,,H,,
05/09/2021,1,Fleet_Advisory,,,,,H,,
05/09/2021,2,Fleet_Advisory,,,,,H,,
05/09/2021,3,Fleet_Advisory,,,,,H,,
05/09/2021,4,Fleet_Advisory,,,,,H,,
05/09/2021,5,Fleet_Advisory,,,,,H,,
05/09/2021,6,Fleet_Advisory,,,,,H,,
05/10/2021,1,30_fathom_depth,,,,,,,
05/10/2021,2,30_fathom_depth,,,,,,,
05/10/2021,3,Fleet_Advisory,,,,,H,,
05/10/2021,4,Fleet_Advisory,,,,,H,,
05/10/2021,5,Fleet_Advisory,,,,,H,,
05/10/2021,6,Fleet_Advisory,,,,,H,,
05/11/2021,1,30_fathom_depth,,,,,,,
05/11/2021,2,30_fathom_depth,,,,,,,
05/11/2021,3,Fleet_Advisory,,,,,H,,
05/11/2021,4,Fleet_Advisory,,,,,H,,
05/11/2021,5,Fleet_Advisory,,,,,H,,
05/11/2021,6,Fleet_Advisory,,,,,H,,
05/12/2021,1,30_fathom_depth,,,,,,,
05/12/2021,2,30_fathom_depth,,,,,,,
05/12/2021,3,Fleet_Advisory,,,,,H,,
05/12/2021,4,Fleet_Advisory,,,,,H,,
05/12/2021,5,Fleet_Advisory,,,,,H,,
05/12/2021,6,Fleet_Advisory,,,,,H,,
05/13/2021,1,30_fathom_depth,,,,,,,
05/13/2021,2,30_fathom_depth,,,,,,,
05/13/2021,3,Fleet_Advisory,,,,,H,,
05/13/2021,4,Fleet_Advisory,,,,,H,,
05/13/2021,5,Fleet_Advisory,,,,,H,,
05/13/2021,6,Fleet_Advisory,,,,,H,,
05/14/2021,1,30_fathom_depth,,,,,,,
05/14/2021,2,30_fathom_depth,,,,,,,
05/14/2021,3,Fleet_Advisory,,,,,H,,
05/14/2021,4,Fleet_Advisory,,,,,H,,
05/14/2021,5,Fleet_Advisory,,,,,H,,
05/14/2021,6,Fleet_Advisory,,,,,H,,
05/15/2021,1,30_fathom_depth,,,,,,,
05/15/2021,2,30_fathom_depth,,,,,,,
05/15/2021,3,Fleet_Advisory,,,,,H,,
05/15/2021,4,Fleet_Advisory,,,,,H,,
05/15/2021,5,Fleet_Advisory,,,,,H,,
05/15/2021,6,Fleet_Advisory,,,,,H,,
05/16/2021,1,30_fathom_depth,,,,,,,
05/16/2021,2,30_fathom_depth,,,,,,,
05/16/2021,3,Fleet_Advisory,,,,,H,,
05/16/2021,4,Fleet_Advisory,,,,,H,,
05/16/2021,5,Fleet_Advisory,,,,,H,,
05/16/2021,6,Fleet_Advisory,,,,,H,,
05/17/2021,1,30_fathom_depth,,,,,,,
05/17/2021,2,30_fathom_depth,,,,,,,
05/17/2021,3,Fleet_Advisory,,,,,H,,
05/17/2021,4,Fleet_Advisory,,,,,H,,
05/17/2021,5,Fleet_Advisory,,,,,H,,
05/17/2021,6,Fleet_Advisory,,,,,H,,
05/18/2021,1,30_fathom_depth,,,,,,,
05/18/2021,2,30_fathom_depth,,,,,,,
05/18/2021,3,Fleet_Advisory,,,,,H,,
05/18/2021,4,Fleet_Advisory,,,,,H,,
05/18/2021,5,Fleet_Advisory,,,,,H,,
05/18/2021,6,Fleet_Advisory,,,,,H,,
05/19/2021,1,30_fathom_depth,,,,,,,
05/19/2021,2,30_fathom_depth,,,,,,,
05/19/2021,3,Fleet_Advisory,,,,,H,,
05/19/2021,4,Fleet_Advisory,,,,,H,,
05/19/2021,5,Fleet_Advisory,,,,,H,,
05/19/2021,6,Fleet_Advisory,,,,,H,,
05/20/2021,1,30_fathom_depth,,,,,,,
05/20/2021,2,30_fathom_depth,,,,,,,
05/20/2021,3,Fleet_Advisory,,,,,H,,
05/20/2021,4,Fleet_Advisory,,,,,H,,
05/20/2021,5,Fleet_Advisory,,,,,H,,
05/20/2021,6,Fleet_Advisory,,,,,H,,
05/21/2021,1,30_fathom_depth,,,,,,,
05/21/2021,2,30_fathom_depth,,,,,,,
05/21/2021,3,Fleet_Advisory,,,,,H,,
05/21/2021,4,Fleet_Advisory,,,,,H,,
05/21/2021,5,Fleet_Advisory,,,,,H,,
05/21/2021,6,Fleet_Advisory,,,,,H,,
05/22/2021,1,30_fathom_depth,,,,,,,
05/22/2021,2,30_fathom_depth,,,,,,,
05/22/2021,3,Fleet_Advisory,,,,,H,,
05/22/2021,4,Fleet_Advisory,,,,,H,,
05/22/2021,5,Fleet_Advisory,,,,,H,,
05/22/2021,6,Fleet_Advisory,,,,,H,,
05/23/2021,1,30_fathom_depth,,,,,,,
05/23/2021,2,30_fathom_depth,,,,,,,
05/23/2021,3,Fleet_Advisory,,,,,H,,
05/23/2021,4,Fleet_Advisory,,,,,H,,
05/23/2021,5,Fleet_Advisory,,,,,H,,
05/23/2021,6,Fleet_Advisory,,,,,H,,
05/24/2021,1,30_fathom_depth,,,,,,,
05/24/2021,2,30_fathom_depth,,,,,,,
05/24/2021,3,Fleet_Advisory,,,,,H,,
05/24/2021,4,Fleet_Advisory,,,,,H,,
05/24/2021,5,Fleet_Advisory,,,,,H,,
05/24/2021,6,Fleet_Advisory,,,,,H,,
05/25/2021,1,30_fathom_depth,,,,,,,
05/25/2021,2,30_fathom_depth,,,,,,,
05/25/2021,3,Fleet_Advisory,,,,,H,,
05/25/2021,4,Fleet_Advisory,,,,,H,,
05/25/2021,5,Fleet_Advisory,,,,,H,,
05/25/2021,6,Fleet_Advisory,,,,,H,,
05/26/2021,1,30_fathom_depth,,,,,,,
05/26/2021,2,30_fathom_depth,,,,,,,
05/26/2021,3,Fleet_Advisory,,,,,H,,
05/26/2021,4,Fleet_Advisory,,,,,H,,
05/26/2021,5,Fleet_Advisory,,,,,H,,
05/26/2021,6,Fleet_Advisory,,,,,H,,
05/27/2021,1,30_fathom_depth,,,,,,,
05/27/2021,2,30_fathom_depth,,,,,,,
05/27/2021,3,Fleet_Advisory,,,,,H,,
05/27/2021,4,Fleet_Advisory,,,,,H,,
05/27/2021,5,Fleet_Advisory,,,,,H,,
05/27/2021,6,Fleet_Advisory,,,,,H,,
05/28/2021,1,30_fathom_depth,,,,,,,
05/28/2021,2,30_fathom_depth,,,,,,,
05/28/2021,3,Fleet_Advisory,,,,,H,,
05/28/2021,4,Fleet_Advisory,,,,,H,,
05/28/2021,5,Fleet_Advisory,,,,,H,,
05/28/2021,6,Fleet_Advisory,,,,,H,,
05/29/2021,1,30_fathom_depth,,,,,,,
05/29/2021,2,30_fathom_depth,,,,,,,
05/29/2021,3,Fleet_Advisory,,,,,H,,
05/29/2021,4,Fleet_Advisory,,,,,H,,
05/29/2021,5,Fleet_Advisory,,,,,H,,
05/29/2021,6,Fleet_Advisory,,,,,H,,
05/30/2021,1,30_fathom_depth,,,,,,,
05/30/2021,2,30_fathom_depth,,,,,,,
05/30/2021,3,Fleet_Advisory,,,,,H,,
05/30/2021,4,Fleet_Advisory,,,,,H,,
05/30/2021,5,Fleet_Advisory,,,,,H,,
05/30/2021,6,Fleet_Advisory,,,,,H,,
05/31/2021,1,30_fathom_depth,,,,,,,
05/31/2021,2,30_fathom_depth,,,,,,,
05/31/2021,3,Fleet_Advisory,,,,,H,,
05/31/2021,4,Fleet_Advisory,,,,,H,,
05/31/2021,5,Fleet_Advisory,,,,,H,,
05/31/2021,6,Fleet_Advisory,,,,,H,,
06/01/2021,1,Closed,,H,,,H,,
06/01/2021,2,Closed,,H,,,H,,
06/01/2021,3,Closed,,H,,,H,,
06/01/2021,4,Closed,,H,,,H,,
06/01/2021,5,Closed,,H,,,H,,
06/01/2021,6,Closed,,H,,,H,,
06/02/2021,1,Closed,,H,,,H,,
06/02/2021,2,Closed,,H,,,H,,
06/02/2021,3,Closed,,H,,,H,,
06/02/2021,4,Closed,,H,,,H,,
06/02/2021,5,Closed,,H,,,H,,
06/02/2021,6,Closed,,H,,,H,,
06/03/2021,1,Closed,,H,,,H,,
06/03/2021,2,Closed,,H,,,H,,
06/03/2021,3,Closed,,H,,,H,,
06/03/2021,4,Closed,,H,,,H,,
06/03/2021,5,Closed,,H,,,H,,
06/03/2021,6,Closed,,H,,,H,,
06/04/2021,1,Closed,,H,,,H,,
06/04/2021,2,Closed,,H,,,H,,
06/04/2021,3,Closed,,H,,,H,,
06/04/2021,4,Closed,,H,,,H,,
06/04/2021,5,Closed,,H,,,H,,
06/04/2021,6,Closed,,H,,,H,,
06/05/2021,1,Closed,,H,,,H,,
06/05/2021,2,Closed,,H,,,H,,
06/05/2021,3,Closed,,H,,,H,,
06/05/2021,4,Closed,,H,,,H,,
06/05/2021,5,Closed,,H,,,H,,
06/05/2021,6,Closed,,H,,,H,,
06/06/2021,1,Closed,,H,,,H,,
06/06/2021,2,Closed,,H,,,H,,
06/06/2021,3,Closed,,H,,,H,,
06/06/2021,4,Closed,,H,,,H,,
06/06/2021,5,Closed,,H,,,H,,
06/06/2021,6,Closed,,H,,,H,,
06/07/2021,1,Closed,,H,,,H,,
06/07/2021,2,Closed,,H,,,H,,
06/07/2021,3,Closed,,H,,,H,,
06/07/2021,4,Closed,,H,,,H,,
06/07/2021,5,Closed,,H,,,H,,
06/07/2021,6,Closed,,H,,,H,,
06/08/2021,1,Closed,,H,,,H,,
06/08/2021,2,Closed,,H,,,H,,
06/08/2021,3,Closed,,H,,,H,,
06/08/2021,4,Closed,,H,,,H,,
06/08/2021,5,Closed,,H,,,H,,
06/08/2021,6,Closed,,H,,,H,,
06/09/2021,1,Closed,,H,,,H,,
06/09/2021,2,Closed,,H,,,H,,
06/09/2021,3,Closed,,H,,,H,,
06/09/2021,4,Closed,,H,,,H,,
06/09/2021,5,Closed,,H,,,H,,
06/09/2021,6,Closed,,H,,,H,,
06/10/2021,1,Closed,,H,,,H,,
06/10/2021,2,Closed,,H,,,H,,
06/10/2021,3,Closed,,H,,,H,,
06/10/2021,4,Closed,,H,,,H,,
06/10/2021,5,Closed,,H,,,H,,
06/10/2021,6,Closed,,H,,,H,,
06/11/2021,1,Closed,,H,,,H,,
06/11/2021,2,Closed,,H,,,H,,
06/11/2021,3,Closed,,H,,,H,,
06/11/2021,4,Closed,,H,,,H,,
06/11/2021,5,Closed,,H,,,H,,
06/11/2021,6,Closed,,H,,,H,,
06/12/2021,1,Closed,,H,,,H,,
06/12/2021,2,Closed,,H,,,H,,
06/12/2021,3,Closed,,H,,,H,,
06/12/2021,4,Closed,,H,,,H,,
06/12/2021,5,Closed,,H,,,H,,
06/12/2021,6,Closed,,H,,,H,,
06/13/2021,1,Closed,,H,,,H,,
06/13/2021,2,Closed,,H,,,H,,
06/13/2021,3,Closed,,H,,,H,,
06/13/2021,4,Closed,,H,,,H,,
06/13/2021,5,Closed,,H,,,H,,
06/13/2021,6,Closed,,H,,,H,,
06/14/2021,1,Closed,,H,,,H,,
06/14/2021,2,Closed,,H,,,H,,
06/14/2021,3,Closed,,H,,,H,,
06/14/2021,4,Closed,,H,,,H,,
06/14/2021,5,Closed,,H,,,H,,
06/14/2021,6,Closed,,H,,,H,,
06/15/2021,1,Closed,,H,,,H,,
06/15/2021,2,Closed,,H,,,H,,
06/15/2021,3,Closed,,H,,,H,,
06/15/2021,4,Closed,,H,,,H,,
06/15/2021,5,Closed,,H,,,H,,
06/15/2021,6,Closed,,H,,,H,,
06/16/2021,1,Closed,,H,,,H,,
06/16/2021,2,Closed,,H,,,H,,
06/16/2021,3,Closed,,H,,,H,,
06/16/2021,4,Closed,,H,,,H,,
06/16/2021,5,Closed,,H,,,H,,
06/16/2021,6,Closed,,H,,,H,,
06/17/2021,1,Closed,,H,,,H,,
06/17/2021,2,Closed,,H,,,H,,
06/17/2021,3,Closed,,H,,,H,,
06/17/2021,4,Closed,,H,,,H,,
06/17/2021,5,Closed,,H,,,H,,
06/17/2021,6,Closed,,H,,,H,,
06/18/2021,1,Closed,,H,,,H,,
06/18/2021,2,Closed,,H,,,H,,
06/18/2021,3,Closed,,H,,,H,,
06/18/2021,4,Closed,,H,,,H,,
06/18/2021,5,Closed,,H,,,H,,
06/18/2021,6,Closed,,H,,,H,,
06/19/2021,1,Closed,,H,,,H,,
06/19/2021,2,Closed,,H,,,H,,
06/19/2021,3,Closed,,H,,,H,,
06/19/2021,4,Closed,,H,,,H,,
06/19/2021,5,Closed,,H,,,H,,
06/19/2021,6,Closed,,H,,,H,,
06/20/2021,1,Closed,,H,,,H,,
06/20/2021,2,Closed,,H,,,H,,
06/20/2021,3,Closed,,H,,,H,,
06/20/2021,4,Closed,,H,,,H,,
06/20/2021,5,Closed,,H,,,H,,
06/20/2021,6,Closed,,H,,,H,,
06/21/2021,1,Closed,,H,,,H,,
06/21/2021,2,Closed,,H,,,H,,
06/21/2021,3,Closed,,H,,,H,,
06/21/2021,4,Closed,,H,,,H,,
06/21/2021,5,Closed,,H,,,H,,
06/21/2021,6,Closed,,H,,,H,,
06/22/2021,1,Closed,,H,,,H,,
06/22/2021,2,Closed,,H,,,H,,
06/22/2021,3,Closed,,H,,,H,,
06/22/2021,4,Closed,,H,,,H,,
06/22/2021,5,Closed,,H,,,H,,
06/22/2021,6,Closed,,H,,,H,,
06/23/2021,1,Closed,,H,,,H,,
06/23/2021,2,Closed,,H,,,H,,
06/23/2021,3,Closed,,H,,,H,,
06/23/2021,4,Closed,,H,,,H,,
06/23/2021,5,Closed,,H,,,H,,
06/23/2021,6,Closed,,H,,,H,,
06/24/2021,1,Closed,,H,,,H,,
06/24/2021,2,Closed,,H,,,H,,
06/24/2021,3,Closed,,H,,,H,,
06/24/2021,4,Closed,,H,,,H,,
06/24/2021,5,Closed,,H,,,H,,
06/24/2021,6,Closed,,H,,,H,,
06/25/2021,1,Closed,,H,,,H,,
06/25/2021,2,Closed,,H,,,H,,
06/25/2021,3,Closed,,H,,,H,,
06/25/2021,4,Closed,,H,,,H,,
06/25/2021,5,Closed,,H,,,H,,
06/25/2021,6,Closed,,H,,,H,,
06/26/2021,1,Closed,,H,,,H,,
06/26/2021,2,Closed,,H,,,H,,
06/26/2021,3,Closed,,H,,,H,,
06/26/2021,4,Closed,,H,,,H,,
06/26/2021,5,Closed,,H,,,H,,
06/26/2021,6,Closed,,H,,,H,,
06/27/2021,1,Closed,,H,,,H,,
06/27/2021,2,Closed,,H,,,H,,
06/27/2021,3,Closed,,H,,,H,,
06/27/2021,4,Closed,,H,,,H,,
06/27/2021,5,Closed,,H,,,H,,
06/27/2021,6,Closed,,H,,,H,,
06/28/2021,1,Closed,,H,,,H,,
06/28/2021,2,Closed,,H,,,H,,
06/28/2021,3,Closed,,H,,,H,,
06/28/2021,4,Closed,,H,,,H,,
06/28/2021,5,Closed,,H,,,H,,
06/28/2021,6,Closed,,H,,,H,,
06/29/2021,1,Closed,,H,,,H,,
06/29/2021,2,Closed,,H,,,H,,
06/29/2021,3,Closed,,H,,,H,,
06/29/2021,4,Closed,,H,,,H,,
06/29/2021,5,Closed,,H,,,H,,
06/29/2021,6,Closed,,H,,,H,,
06/30/2021,1,Closed,,H,,,H,,
06/30/2021,2,Closed,,H,,,H,,
06/30/2021,3,Closed,,H,,,H,,
06/30/2021,4,Closed,,H,,,H,,
06/30/2021,5,Closed,,H,,,H,,
06/30/2021,6,Closed,,H,,,H,,
07/01/2021,1,Closed,,H,,,H,,
07/01/2021,2,Closed,,H,,,H,,
07/01/2021,3,Closed,,H,,,H,,
07/01/2021,4,Closed,,H,,,H,,
07/01/2021,5,Closed,,H,,,H,,
07/01/2021,6,Closed,,H,,,H,,
07/02/2021,1,Closed,,H,,,H,,
07/02/2021,2,Closed,,H,,,H,,
07/02/2021,3,Closed,,H,,,H,,
07/02/2021,4,Closed,,H,,,H,,
07/02/2021,5,Closed,,H,,,H,,
07/02/2021,6,Closed,,H,,,H,,
07/03/2021,1,Closed,,H,,,H,,
07/03/2021,2,Closed,,H,,,H,,
07/03/2021,3,Closed,,H,,,H,,
07/03/2021,4,Closed,,H,,,H,,
07/03/2021,5,Closed,,H,,,H,,
07/03/2021,6,Closed,,H,,,H,,
07/04/2021,1,Closed,,H,,,H,,
07/04/2021,2,Closed,,H,,,H,,
07/04/2021,3,Closed,,H,,,H,,
07/04/2021,4,Closed,,H,,,H,,
07/04/2021,5,Closed,,H,,,H,,
07/04/2021,6,Closed,,H,,,H,,
07/05/2021,1,Closed,,H,,,H,,
07/05/2021,2,Closed,,H,,,H,,
07/05/2021,3,Closed,,H,,,H,,
07/05/2021,4,Closed,,H,,,H,,
07/05/2021,5,Closed,,H,,,H,,
07/05/2021,6,Closed,,H,,,H,,
07/06/2021,1,Closed,,H,,,H,,
07/06/2021,2,Closed,,H,,,H,,
07/06/2021,3,Closed,,H,,,H,,
07/06/2021,4,Closed,,H,,,H,,
07/06/2021,5,Closed,,H,,,H,,
07/06/2021,6,Closed,,H,,,H,,
07/07/2021,1,Closed,,H,,,H,,
07/07/2021,2,Closed,,H,,,H,,
07/07/2021,3,Closed,,H,,,H,,
07/07/2021,4,Closed,,H,,,H,,
07/07/2021,5,Closed,,H,,,H,,
07/07/2021,6,Closed,,H,,,H,,
07/08/2021,1,Closed,,H,,,H,,
07/08/2021,2,Closed,,H,,,H,,
07/08/2021,3,Closed,,H,,,H,,
07/08/2021,4,Closed,,H,,,H,,
07/08/2021,5,Closed,,H,,,H,,
07/08/2021,6,Closed,,H,,,H,,
07/09/2021,1,Closed,,H,,,H,,
07/09/2021,2,Closed,,H,,,H,,
07/09/2021,3,Closed,,H,,,H,,
07/09/2021,4,Closed,,H,,,H,,
07/09/2021,5,Closed,,H,,,H,,
07/09/2021,6,Closed,,H,,,H,,
07/10/2021,1,Closed,,H,,,H,,
07/10/2021,2,Closed,,H,,,H,,
07/10/2021,3,Closed,,H,,,H,,
07/10/2021,4,Closed,,H,,,H,,
07/10/2021,5,Closed,,H,,,H,,
07/10/2021,6,Closed,,H,,,H,,
07/11/2021,1,Closed,,H,,,H,,
07/11/2021,2,Closed,,H,,,H,,
07/11/2021,3,Closed,,H,,,H,,
07/11/2021,4,Closed,,H,,,H,,
07/11/2021,5,Closed,,H,,,H,,
07/11/2021,6,Closed,,H,,,H,,
07/12/2021,1,Closed,,H,,,H,,
07/12/2021,2,Closed,,H,,,H,,
07/12/2021,3,Closed,,H,,,H,,
07/12/2021,4,Closed,,H,,,H,,
07/12/2021,5,Closed,,H,,,H,,
07/12/2021,6,Closed,,H,,,H,,
07/13/2021,1,Closed,,H,,,H,,
07/13/2021,2,Closed,,H,,,H,,
07/13/2021,3,Closed,,H,,,H,,
07/13/2021,4,Closed,,H,,,H,,
07/13/2021,5,Closed,,H,,,H,,
07/13/2021,6,Closed,,H,,,H,,
07/14/2021,1,Closed,,H,,,H,,
07/14/2021,2,Closed,,H,,,H,,
07/14/2021,3,Closed,,H,,,H,,
07/14/2021,4,Closed,,H,,,H,,
07/14/2021,5,Closed,,H,,,H,,
07/14/2021,6,Closed,,H,,,H,,
07/15/2021,1,Closed,,H,,,H,,
07/15/2021,2,Closed,,H,,,H,,
07/15/2021,3,Closed,,H,,,H,,
07/15/2021,4,Closed,,H,,,H,,
07/15/2021,5,Closed,,H,,,H,,
07/15/2021,6,Closed,,H,,,H,,
07/16/2021,1,Closed,,H,,,H,,
07/16/2021,2,Closed,,H,,,H,,
07/16/2021,3,Closed,,H,,,H,,
07/16/2021,4,Closed,,H,,,H,,
07/16/2021,5,Closed,,H,,,H,,
07/16/2021,6,Closed,,H,,,H,,
07/17/2021,1,Closed,,H,,,H,,
07/17/2021,2,Closed,,H,,,H,,
07/17/2021,3,Closed,,H,,,H,,
07/17/2021,4,Closed,,H,,,H,,
07/17/2021,5,Closed,,H,,,H,,
07/17/2021,6,Closed,,H,,,H,,
07/18/2021,1,Closed,,H,,,H,,
07/18/2021,2,Closed,,H,,,H,,
07/18/2021,3,Closed,,H,,,H,,
07/18/2021,4,Closed,,H,,,H,,
07/18/2021,5,Closed,,H,,,H,,
07/18/2021,6,Closed,,H,,,H,,
07/19/2021,1,Closed,,H,,,H,,
07/19/2021,2,Closed,,H,,,H,,
07/19/2021,3,Closed,,H,,,H,,
07/19/2021,4,Closed,,H,,,H,,
07/19/2021,5,Closed,,H,,,H,,
07/19/2021,6,Closed,,H,,,H,,
07/20/2021,1,Closed,,H,,,H,,
07/20/2021,2,Closed,,H,,,H,,
07/20/2021,3,Closed,,H,,,H,,
07/20/2021,4,Closed,,H,,,H,,
07/20/2021,5,Closed,,H,,,H,,
07/20/2021,6,Closed,,H,,,H,,
07/21/2021,1,Closed,,H,,,H,,
07/21/2021,2,Closed,,H,,,H,,
07/21/2021,3,Closed,,H,,,H,,
07/21/2021,4,Closed,,H,,,H,,
07/21/2021,5,Closed,,H,,,H,,
07/21/2021,6,Closed,,H,,,H,,
07/22/2021,1,Closed,,H,,,H,,
07/22/2021,2,Closed,,H,,,H,,
07/22/2021,3,Closed,,H,,,H,,
07/22/2021,4,Closed,,H,,,H,,
07/22/2021,5,Closed,,H,,,H,,
07/22/2021,6,Closed,,H,,,H,,
07/23/2021,1,Closed,,H,,,H,,
07/23/2021,2,Closed,,H,,,H,,
07/23/2021,3,Closed,,H,,,H,,
07/23/2021,4,Closed,,H,,,H,,
07/23/2021,5,Closed,,H,,,H,,
07/23/2021,6,Closed,,H,,,H,,
07/24/2021,1,Closed,,H,,,H,,
07/24/2021,2,Closed,,H,,,H,,
07/24/2021,3,Closed,,H,,,H,,
07/24/2021,4,Closed,,H,,,H,,
07/24/2021,5,Closed,,H,,,H,,
07/24/2021,6,Closed,,H,,,H,,
07/25/2021,1,Closed,,H,,,H,,
07/25/2021,2,Closed,,H,,,H,,
07/25/2021,3,Closed,,H,,,H,,
07/25/2021,4,Closed,,H,,,H,,
07/25/2021,5,Closed,,H,,,H,,
07/25/2021,6,Closed,,H,,,H,,
07/26/2021,1,Closed,,H,,,H,,
07/26/2021,2,Closed,,H,,,H,,
07/26/2021,3,Closed,,H,,,H,,
07/26/2021,4,Closed,,H,,,H,,
07/26/2021,5,Closed,,H,,,H,,
07/26/2021,6,Closed,,H,,,H,,
07/27/2021,1,Closed,,H,,,H,,
07/27/2021,2,Closed,,H,,,H,,
07/27/2021,3,Closed,,H,,,H,,
07/27/2021,4,Closed,,H,,,H,,
07/27/2021,5,Closed,,H,,,H,,
07/27/2021,6,Closed,,H,,,H,,
07/28/2021,1,Closed,,H,,,H,,
07/28/2021,2,Closed,,H,,,H,,
07/28/2021,3,Closed,,H,,,H,,
07/28/2021,4,Closed,,H,,,H,,
07/28/2021,5,Closed,,H,,,H,,
07/28/2021,6,Closed,,H,,,H,,
07/29/2021,1,Closed,,H,,,H,,
07/29/2021,2,Closed,,H,,,H,,
07/29/2021,3,Closed,,H,,,H,,
07/29/2021,4,Closed,,H,,,H,,
07/29/2021,5,Closed,,H,,,H,,
07/29/2021,6,Closed,,H,,,H,,
07/30/2021,1,Closed,,H,,,H,,
07/30/2021,2,Closed,,H,,,H,,
07/30/2021,3,Closed,,H,,,H,,
07/30/2021,4,Closed,,H,,,H,,
07/30/2021,5,Closed,,H,,,H,,
07/30/2021,6,Closed,,H,,,H,,
07/31/2021,1,Closed,,H,,,H,,
07/31/2021,2,Closed,,H,,,H,,
07/31/2021,3,Closed,,H,,,H,,
07/31/2021,4,Closed,,H,,,H,,
07/31/2021,5,Closed,,H,,,H,,
07/31/2021,6,Closed,,H,,,H,,
08/01/2021,1,Closed,,H,,,H,,
08/01/2021,2,Closed,,H,,,H,,
08/01/2021,3,Closed,,H,,,H,,
08/01/2021,4,Closed,,H,,,H,,
08/01/2021,5,Closed,,H,,,H,,
08/01/2021,6,Closed,,H,,,H,,
08/02/2021,1,Closed,,H,,,H,,
08/02/2021,2,Closed,,H,,,H,,
08/02/2021,3,Closed,,H,,,H,,
08/02/2021,4,Closed,,H,,,H,,
